id,link,screen_name,source,text,time,user_id
925586955978420224,https://www.twitter.com/RepJimmyGomez/statuses/925586955978420224,RepJimmyGomez,Twitter for iPhone,#game7 We're ready! https://twitter.com/dodgers/status/925581315251978240 QT @Dodgers .@ClaytonKersh22 is ready. #WorldSeries http://pbs.twimg.com/media/DNhSuYxXkAEyCG2.jpg,2017-11-01T04:55:01Z,2371339658
925585461354967040,https://www.twitter.com/SenDeanHeller/statuses/925555660187676674,DeanHeller,TweetDeck,RT @SenDeanHeller Tragic news out of Marigold Mine. My staff and I are closely monitoring the situation.,2017-11-01T04:49:05Z,41363507
925584817080582144,https://www.twitter.com/DeanHeller/statuses/925584817080582144,DeanHeller,TweetDeck,@KevinSilsby @POTUS I agree. That's why I'm pushing Senate Leadership to keep the senate running 24/7 to get things done.,2017-11-01T04:46:31Z,41363507
925584185321963520,https://www.twitter.com/DeanHeller/statuses/925584185321963520,DeanHeller,TweetDeck,"Early detection saves lives, we have to keep working to make it more accessible. http://bit.ly/2ikxHeP",2017-11-01T04:44:00Z,41363507
925577934680629248,https://www.twitter.com/jaredpolis/statuses/925577934680629248,jaredpolis,Twitter for iPhone,@NickList86 Interesting,2017-11-01T04:19:10Z,15361570
925575120755806208,https://www.twitter.com/RepMcSally/statuses/925575120755806208,RepMcSally,Twitter for iPhone,"My prayers are w/ #NYC, the victims &amp; their loved ones. I commend NYPD &amp; will keep monitoring the details of the act of terror in #Manhattan",2017-11-01T04:07:59Z,2964949642
925574931806638080,https://www.twitter.com/BarbaraComstock/statuses/925574931806638080,BarbaraComstock,Twitter Web Client,"Great showing by Team Gillespie!  We had votes 2nite so we couldn't get there, but happy to have our team there with you. Keep winning. https://twitter.com/EdWGillespie/status/925505910495162368 QT @EdWGillespie The Leesburg Halloween Parade is a sure sign you're in the homestretch!  A lot of fun, as always. http://pbs.twimg.com/media/DNgOrYuV4AAtieG.jpg http://pbs.twimg.com/media/DNgOrYtU8AA8b1Y.jpg",2017-11-01T04:07:14Z,37481291
925573894169354240,https://www.twitter.com/RANDCorporation/statuses/925572364909162496,RepRickLarsen,Twitter for Android,"RT @RANDCorporation Getting more Americans back to work doesn't necessarily mean opening up more coal mines or factories, say experts. http://r.rand.org/5w9l http://pbs.twimg.com/media/DNhLKHIVwAEGquW.jpg",2017-11-01T04:03:07Z,404132211
925573758873677824,https://www.twitter.com/budget_policy/statuses/925174325598023680,RepJayapal,Twitter Web Client,RT @budget_policy @SeattleSports64 @RepJayapal @GOP Perhaps you'd be interested in reading about the failed Kansas tax plan...which this federal plan is modeled after.  http://www.businessinsider.com/kansas-experiment-with-tax-cutting-failed-on-its-own-terms-2017-6,2017-11-01T04:02:35Z,815733290955112448
925573669337870336,https://www.twitter.com/AllInForWA/statuses/925176979531300864,RepJayapal,Twitter Web Client,RT @AllInForWA Trump/GOP tax plan is a massive transfer of wealth from working/middle class families to big corporations and the wealthy. @RepJayapal,2017-11-01T04:02:13Z,815733290955112448
925601799783923712,https://www.twitter.com/SenatorCantwell/statuses/925601799783923712,SenatorCantwell,TweetDeck,"In 2008 we bailed out big banks while everyone else’s 401k, pensions &amp; retirement savings took a hit. But again the GOP wants to limit 401ks",2017-11-01T05:54:00Z,117501995
925601033593659392,https://www.twitter.com/Color/statuses/925525808034099201,RepSpeier,Twitter for iPhone,RT @Color Many thanks to @RepSpeier for sharing these useful tips on how to protect your health #BreastCancerAwarenessMonth https://www.youtube.com/watch?v=nA1VPfTrtK0&feature=youtu.be,2017-11-01T05:50:57Z,24913074
925591680752996352,https://www.twitter.com/WhipHoyer/statuses/925535935651082240,RepDannyDavis,Twitter for Android,"RT @WhipHoyer Unlike the last tax reform signed into law in 1986, GOP is trying to jam tax cuts for the wealthy through the House: http://bit.ly/2lB65XO http://pbs.twimg.com/media/DNgp9WzXcAAHTOZ.jpg",2017-11-01T05:13:48Z,789244177
925606449664761856,https://www.twitter.com/RepSpeier/statuses/925606449664761856,RepSpeier,Twitter for iPhone,Glad to be meeting with the community and GGNRA in Montana to talk about the Hickman's potentilla restoration project. Transparency! http://pbs.twimg.com/media/DNhqCYGVoAAM_Fa.jpg http://pbs.twimg.com/media/DNhqCYFUMAAFXie.jpg,2017-11-01T06:12:29Z,24913074
925634016405008384,https://www.twitter.com/RepDonaldPayne/statuses/925634016405008384,RepDonaldPayne,TweetDeck,#OpenEnrollment starts today. Go to https://www.healthcare.gov/ to find a plan that works for you. Tell your neighbors to #GetCovered!,2017-11-01T08:02:01Z,1155335864
925676381912133632,https://www.twitter.com/MaxineWaters/statuses/925676381912133632,MaxineWaters,Twitter for iPhone,Enough is enough! Join our movement: https://secure.actblue.com/donate/reclaimourtime?refcode=cphalloween&link_id=1&can_id=c19e235292729956a1a7f2d1f06efe1a&source=email-auntie-maxine-wins-halloween&email_referrer=email_256113&email_subject=auntie-maxine-wins-halloween-_ https://twitter.com/nowthisnews/status/925168701287972865 QT @nowthisnews Maxine Waters: 'Donald Trump is the most dishonorable and despicable human being' to ever be president http://pbs.twimg.com/media/DNY6zaDW4AERgRf.jpg https://video.twimg.com/amplify_video/924988215664304128/vid/720x720/6E06soGJRvFKOLj-.mp4,2017-11-01T10:50:22Z,3166120541
925675861436661760,https://www.twitter.com/RepShimkus/statuses/925675861436661760,RepShimkus,Twitter for iPhone,"Matthew 5:11 “Blessed are you when people insult you and persecute you, and falsely say all kinds of evil against you because of me.”",2017-11-01T10:48:18Z,15600527
925673824452005888,https://www.twitter.com/MaxineWaters/statuses/925673824452005888,MaxineWaters,Twitter for iPhone,She's reclaiming her time! Are you? Join our movement: https://secure.actblue.com/donate/reclaimourtime?refcode=cphalloween&link_id=1&can_id=c19e235292729956a1a7f2d1f06efe1a&source=email-auntie-maxine-wins-halloween&email_referrer=email_256113&email_subject=auntie-maxine-wins-halloween-_ http://pbs.twimg.com/media/DNinbvWX0AALNBO.jpg,2017-11-01T10:40:12Z,3166120541
925668074933583872,https://www.twitter.com/sethmoulton/statuses/925668074933583872,sethmoulton,Buffer,"Police &amp; @49ers call for a ban on #BumpStocks

Tell your Representative to support our bill, HR 3999: (202) 224-3121
http://www.nbcbayarea.com/news/local/49ers-Police-Unions-Sign-Pledge-Bump-Stock-Ban-Community-Police-Relations-453313133.html http://pbs.twimg.com/media/DNiiNQ6VwAAB3YA.jpg",2017-11-01T10:17:21Z,248495200
925667398094675968,https://www.twitter.com/sethmoulton/statuses/925667398094675968,sethmoulton,Buffer,"What’s lacking in Washington is not intelligence – it’s courage. Courage to do what is right, to put people over politics. https://twitter.com/AliceinOlympia/status/925543848939417600 QT @AliceinOlympia @sethmoulton @neeratanden Brain, not spine.",2017-11-01T10:14:40Z,248495200
925694244794322944,https://www.twitter.com/RepMcCaul/statuses/925694244794322944,RepMcCaul,Twitter for iPhone,TUNE IN: I will be joining @Morning_Joe in a few minutes to discuss the #NYCTerroristAttack.,2017-11-01T12:01:21Z,26424123
925694083191930880,https://www.twitter.com/RepJimBanks/statuses/925694083191930880,RepJimBanks,Hootsuite,Thank you to the families of service members fighting to keep our nation safe. Happy #NationalMilitaryFamilyMonth. http://pbs.twimg.com/media/DNi53JfVoAEFBc6.jpg,2017-11-01T12:00:42Z,816131319033950208
925694008629841932,https://www.twitter.com/repdavidscott/statuses/925694008629841932,repdavidscott,Hootsuite,FACT: 8-in-10 people who signed up to #GetCovered for 2017 received financial help. Open Enrollment starts TODAY! http://pbs.twimg.com/media/DNi5yxaUMAAJslf.jpg,2017-11-01T12:00:24Z,168673083
925693922529050624,https://www.twitter.com/RepSinema/statuses/925693922529050624,RepSinema,TweetDeck,Happy birthday @RepPoliquin!,2017-11-01T12:00:04Z,1080844782
925693911313432577,https://www.twitter.com/RepSinema/statuses/925693911313432577,RepSinema,TweetDeck,Happy birthday Rep. @DarrellIssa!,2017-11-01T12:00:01Z,1080844782
925693769583874049,https://www.twitter.com/BennettJohnT/statuses/925690248989900800,TeamSheaPorter,Twitter Web Client,"RT @BennettJohnT Bill that established it got 89 votes in Senate, 264 in House, and was signed into law by GOP President HW Bush. https://twitter.com/realDonaldTrump/status/925684982307348480 QT @realDonaldTrump The terrorist came into our country through what is called the ""Diversity Visa Lottery Program,"" a Chuck Schumer beauty. I want merit based.",2017-11-01T11:59:27Z,154139987
925693708904919040,https://www.twitter.com/ShaunKing/statuses/925558102472183808,RepDonBeyer,Twitter for iPhone,"RT @ShaunKing Again, a white man shot FIVE HUNDRED PEOPLE in Las Vegas and Trump had NOTHING.  Zilch 
No solutions. 
No policies. 
No ideas. 
Nothing. https://twitter.com/realDonaldTrump/status/925534445393928199 QT @realDonaldTrump I have just ordered Homeland Security to step up our already Extreme Vetting Program. Being politically correct is fine, but not for this!",2017-11-01T11:59:13Z,2962868158
925693226098585600,https://www.twitter.com/RepLoudermilk/statuses/925693226098585600,RepLoudermilk,Twitter for iPhone,We're praying for them and all the men and women working to protect Americans from this senseless evil. #PrayForNYC,2017-11-01T11:57:18Z,2914163523
925693069617491968,https://www.twitter.com/RepLoudermilk/statuses/925693069617491968,RepLoudermilk,Twitter for iPhone,May God's peace be with the victims and families in New York City.,2017-11-01T11:56:40Z,2914163523
925692861907128321,https://www.twitter.com/TomCottonAR/statuses/925692861907128321,TomCottonAR,Twitter for iPhone,"@realDonaldTrump @foxandfriends RAISE Act ends diversity lottery, attracts immigrants most prepared to assimilate, less likely to hate &amp; attack country that welcomes them.",2017-11-01T11:55:51Z,343041182
925692772048343041,https://www.twitter.com/SaveTibetOrg/statuses/925446826177761284,RosLehtinen,Twitter for iPhone,RT @SaveTibetOrg #DalaiLama’s letter to Rep. @RosLehtinen thanking her for supporting #Tibet on display in her office: http://pbs.twimg.com/media/DNfY4gJXcAECeOq.jpg http://pbs.twimg.com/media/DNfY4gLX4AI7gbO.jpg,2017-11-01T11:55:30Z,14275291
925691783190929409,https://www.twitter.com/RepTomGarrett/statuses/925691783190929409,RepTomGarrett,Twitter Web Client,Checking in with Mornings on the Mall on @wmalnews at the top of the hour. Listen live HERE → http://bit.ly/1p2thGy http://pbs.twimg.com/media/DNi0bfYW0AAft3f.jpg,2017-11-01T11:51:34Z,818460870573441028
925691081026621440,https://www.twitter.com/BGClubCab/statuses/925431790373830656,RepRichHudson,Twitter for iPhone,RT @BGClubCab Thanks to @CharlotteWBB for helping out with our annual Halloween Carnival on Friday!  It's always fun having these ladies here! http://pbs.twimg.com/media/DNfIvwZXUAAfR4m.jpg http://pbs.twimg.com/media/DNfIvweW0AEDLP7.jpg http://pbs.twimg.com/media/DNfKPbGXUAEOvDQ.jpg http://pbs.twimg.com/media/DNfKiBxX4AAJGxU.jpg,2017-11-01T11:48:46Z,935033864
925690623222566913,https://www.twitter.com/RepBonnie/statuses/925690623222566913,RepBonnie,Twitter for iPhone,"Insinuating that Sen Schumer is to blame for the terrorist attack is disgusting and cowardly. Act like the President and not a child. https://twitter.com/realdonaldtrump/status/925684982307348480 QT @realDonaldTrump The terrorist came into our country through what is called the ""Diversity Visa Lottery Program,"" a Chuck Schumer beauty. I want merit based.",2017-11-01T11:46:57Z,2968451607
925690228144304128,https://www.twitter.com/RepHartzler/statuses/925690228144304128,RepHartzler,Twitter for iPhone,Tragic what happened yesterday in NYC. My prayers are with victims. It’s time to end the lottery visa system! #NYStrong #ImmigrationReform,2017-11-01T11:45:23Z,237763317
925690015245656065,https://www.twitter.com/RosLehtinen/statuses/925690015245656065,RosLehtinen,Twitter for iPhone,My alma mater @FIU #GoldenPanthers r everywhere! This pre-law fraternity was at @iflymia 2 #DC 4 #legal training.They’ve got bright futures! http://pbs.twimg.com/media/DNi2Jm7UEAAU4SB.jpg,2017-11-01T11:44:32Z,14275291
925689639058444288,https://www.twitter.com/HouseDemocrats/statuses/925689639058444288,HouseDemocrats,TweetDeck,Tune in at ~10:15am EST to hear from House Democrats at our weekly press conference: http://bit.ly/2iRdkK2 http://pbs.twimg.com/tweet_video_thumb/DNi1wATXkAEOwgE.jpg https://video.twimg.com/tweet_video/DNi1wATXkAEOwgE.mp4,2017-11-01T11:43:03Z,43963249
925689352126173184,https://www.twitter.com/SusanWBrooks/statuses/925689352126173184,SusanWBrooks,Twitter for iPhone,TUNE IN: Live with @1400WBAT talking about yesterday’s horrific NYC terrorist attack &amp; more &gt;&gt; http://www.wbat.com/show/tim-george/,2017-11-01T11:41:54Z,1074101017
925689009216647168,https://www.twitter.com/ASlavitt/statuses/925574429320630272,RepDonBeyer,Twitter for iPhone,"RT @ASlavitt It's on! 2018 ACA enrollment has begun.

80% can find plans under $75/month. Go to http://www.healthcare.gov.

Spread the word.",2017-11-01T11:40:32Z,2962868158
925688595687624705,https://www.twitter.com/RosLehtinen/statuses/925688595687624705,RosLehtinen,Twitter for iPhone,.@MiamiHerald @alextdaugherty:joined @RepCurbelo @RepWilson @RepHastingsFL 2 get legal status 4 some receiving #TPS  http://www.miamiherald.com/news/politics-government/article181914526.html,2017-11-01T11:38:54Z,14275291
925688243743490048,https://www.twitter.com/RepPeteOlson/statuses/925688243743490048,RepPeteOlson,iOS,Congrats to Georgia Dale &amp; Carson Locker- 2017 #Needville #HarvestFest Little Miss &amp; Little Mister. #BlueJayPride. http://pbs.twimg.com/media/DNi0jRtWsAIyEy2.jpg,2017-11-01T11:37:30Z,20053279
925688128093945856,https://www.twitter.com/RepMcCaul/statuses/925688128093945856,RepMcCaul,Twitter for iPhone,TUNE IN: I will be joining @foxandfriends at about 7:50am ET to discuss the #NYCTerroristAttack.,2017-11-01T11:37:02Z,26424123
925688106065506305,https://www.twitter.com/SteveDaines/statuses/925688106065506305,SteveDaines,Twitter for iPhone,"I’m not sure that is Constitutional.  We are checking. 🐶 https://twitter.com/seungminkim/status/925495986281156608 QT @seungminkim Today I learned that some Senate offices have a no-dog policy, which made me pretty sad.",2017-11-01T11:36:57Z,11651202
925687621724049415,https://www.twitter.com/diariodepr/statuses/923612464058650624,RepJenniffer,Twitter for iPhone,"RT @diariodepr Puerto Rico recibe $600 mil en ayudas gracias a colaboración entre Gobierno, National Association of Realtors y… http://diariodepuertorico.com/2017/10/puerto-rico-recibe-600-mil-en-ayudas-gracias-a-colaboracion-entre-gobierno-national-association-of-realtors-y-puerto-rico-association-of-realtors/",2017-11-01T11:35:02Z,819744763020775425
925687428270215168,https://www.twitter.com/TeamSheaPorter/statuses/925687428270215168,TeamSheaPorter,Twitter Web Client,The cowardice of Paul Ryan and Mitch McConnell https://www.vox.com/policy-and-politics/2017/10/31/16579016/paul-ryan-mitch-mcconnell-cowardice-trump?utm_campaign=vox&utm_content=entry&utm_medium=social&utm_source=twitter via @voxdotcom,2017-11-01T11:34:15Z,154139987
925686414066450432,https://www.twitter.com/RepAlGreen/statuses/925422233337679874,RepAlGreen,Twitter for iPhone,RT @RepAlGreen Gen. Kelly there can be no compromise on slavery and there is no honor in fighting to preserve racism. #RobertELee #ImpeachTrumpAndKellyGoes,2017-11-01T11:30:14Z,156333623
925686055503876096,https://www.twitter.com/RepJohnLarson/statuses/925686055503876096,RepJohnLarson,Twitter Web Client,If you’re in contact with your loved ones in PR or US V.I. - let them know that they can still apply for relief: https://www.fema.gov/apply-assistance,2017-11-01T11:28:48Z,50452197
925685812670402560,https://www.twitter.com/HouseHomeland/statuses/925497587628732416,RepMcCaul,Twitter for iPhone,RT @HouseHomeland WATCH: Chairman @RepMcCaul discusses updates on the terror attack in #Manhattan with @BretBaier on @SpecialReport ↓ http://pbs.twimg.com/media/DNgGxWHW4AAdaiy.jpg https://video.twimg.com/amplify_video/925494368819138562/vid/320x180/cEqvpulvcapmiu4f.mp4,2017-11-01T11:27:50Z,26424123
925685756865142784,https://www.twitter.com/marcorubio/statuses/925685756865142784,marcorubio,Twitter for iPad,Blessed are you when they insult you and persecute you and utter every kind of evil against you [falsely] because of me. Matthew 5:11,2017-11-01T11:27:37Z,15745368
925684884353544192,https://www.twitter.com/TopherSpiro/statuses/925680065978957824,RepDavidEPrice,Twitter for iPhone,"RT @TopherSpiro ACA open enrollment begins TODAY. But most people don't know. Trump doesn't want them to know. 

You can help—pass it on. http://pbs.twimg.com/media/DNipcuqXkAAw4ud.png",2017-11-01T11:24:09Z,155669457
925684852178944000,https://www.twitter.com/RepJohnLarson/statuses/925684852178944000,RepJohnLarson,Twitter Web Client,I sat down with Resident Commissioner Gonzalez-Colon of Puerto Rico to discuss priorities in the PR recovery effort. https://larson.house.gov/media-center/press-releases/larson-meets-resident-commissioner-jenniffer-gonz-lez-col-n-puerto-rico http://pbs.twimg.com/media/DNiwuq8WkAATOWy.jpg,2017-11-01T11:24:01Z,50452197
925684596796207105,https://www.twitter.com/RepBillFlores/statuses/925684596796207105,RepBillFlores,TweetDeck,I am about to give a Washington update on @KBTXNews Brazos Valley this Morning. Tune in or watch online. http://www.kbtx.com/livestream,2017-11-01T11:23:00Z,237312687
925684351161036806,https://www.twitter.com/PrayforCongress/statuses/925680229556932608,RepRichHudson,Twitter for iPhone,RT @PrayforCongress Yesterday’s @SenateFloor #prayer by @Chaplain_Black from the #CongressionalRecord: http://gov.mtopgroup.com/art1/record/delta/2017/10/31/senate-section/article/S6885-2 http://pbs.twimg.com/media/DNitQdVX0AAvxF6.jpg,2017-11-01T11:22:02Z,935033864
925683683755024385,https://www.twitter.com/thehill/statuses/925681592319774720,TeamSheaPorter,Twitter Web Client,RT @thehill GOP forced to delay release of tax reform bill after failing to agree on details http://hill.cm/z1lGOQ1 http://pbs.twimg.com/media/DNiugGWWsAAukyC.jpg,2017-11-01T11:19:23Z,154139987
925682793031585792,https://www.twitter.com/repdinatitus/statuses/925682793031585792,repdinatitus,Twitter for iPhone,#PollutingPruitt continues his cancerous attack on the environment. https://nyti.ms/2iNn7AR,2017-11-01T11:15:50Z,122174004
925681739648983040,https://www.twitter.com/RepGallagher/statuses/925681739648983040,RepGallagher,Twitter for iPhone,Joining @hughhewitt this morning at 7:30AM ET. Listen here: http://player.tritondigital.com/711,2017-11-01T11:11:39Z,815966620300480514
925679736650641409,https://www.twitter.com/businessinsider/statuses/923602897056747521,RepRichHudson,Twitter for iPhone,RT @businessinsider The most popular Halloween 2017 candy in every US state http://read.bi/2zGo69d http://pbs.twimg.com/media/DNFL8FhWsAA9pJD.jpg,2017-11-01T11:03:42Z,935033864
925696590974803970,https://www.twitter.com/RepDonBeyer/statuses/925696590974803970,RepDonBeyer,Twitter for iPhone,Open Enrollment is here! Visit http://Healthcare.gov by December 15 to #GetCovered. 8/10 people qualified for help w/ premiums last year! http://pbs.twimg.com/tweet_video_thumb/DNi8Ht_WkAAB1vd.jpg https://video.twimg.com/tweet_video/DNi8Ht_WkAAB1vd.mp4,2017-11-01T12:10:40Z,2962868158
925696500746813441,https://www.twitter.com/MarkWarner/statuses/925696500746813441,MarkWarner,Twitter for iPhone,"This is big. @AdamS, former head of Government, News, and Elections at Twitter backs the #HonestAds Act. https://twitter.com/adams/status/925372873170178049 QT @AdamS 2016 revealed the crumbling foundations of our tech-fueled democracy. All sides must get to work on needed repairs. http://thehill.com/opinion/technology/357973-honest-ads-on-social-media-one-step-to-an-honest-political-system",2017-11-01T12:10:19Z,7429102
925695476061663232,https://www.twitter.com/RepAlGreen/statuses/925695476061663232,RepAlGreen,Twitter for iPhone,"Today, we’re all New Yorkers. I send my sincere condolences to those who are suffering &amp; thank the first responders. I❤️New York. #NYCStrong",2017-11-01T12:06:14Z,156333623
925695185740218369,https://www.twitter.com/RepMarcyKaptur/statuses/925695185740218369,RepMarcyKaptur,Media Studio,Today is the first day of open enrollment. Call 1-800-318-2596 or visit http://healthcare.gov for more information on how to #GetCovered. http://pbs.twimg.com/media/DNfoVyZW0AE2HfV.jpg https://video.twimg.com/amplify_video/925359990315061250/vid/1280x720/2uAOjcSH8EB0GSr0.mp4,2017-11-01T12:05:05Z,581141508
925695115158605825,https://www.twitter.com/RepBonnie/statuses/925695115158605825,RepBonnie,Twitter for iPhone,It barely took 24 hours for @realDonaldTrump to pin this terrorist attack on xenophobic right wing conspiracy theories.,2017-11-01T12:04:48Z,2968451607
925694790695620608,https://www.twitter.com/shannonrwatts/statuses/925576733863972864,RepDonBeyer,Twitter for iPhone,"RT @shannonrwatts Tragedies that didn’t trigger action: School shooting in San Bernardino, killing in Charlottesville, mass shootings in Dallas and Las Vegas. https://twitter.com/realdonaldtrump/status/925534445393928199 QT @realDonaldTrump I have just ordered Homeland Security to step up our already Extreme Vetting Program. Being politically correct is fine, but not for this!",2017-11-01T12:03:31Z,2962868158
925694723955798017,https://www.twitter.com/RepBonnie/statuses/925694723955798017,RepBonnie,Twitter for iPhone,We need thoughtful investigation and actions by the President -- not his tired anti-immigrant rhetoric.,2017-11-01T12:03:15Z,2968451607
925709308775591936,https://www.twitter.com/RepAlGreen/statuses/925695476061663232,RepAlGreen,Twitter for iPhone,"RT @RepAlGreen Today, we’re all New Yorkers. I send my sincere condolences to those who are suffering &amp; thank the first responders. I❤️New York. #NYCStrong",2017-11-01T13:01:12Z,156333623
925709278769565697,https://www.twitter.com/RepSchneider/statuses/925709278769565697,RepSchneider,Twitter Web Client,It's your last chance. Today's final day for students to submit entries to the @CongressionalAC. Deadline is 11am CT https://schneider.house.gov/services/congressional-app-challenge,2017-11-01T13:01:05Z,1071840474
925709160079155201,https://www.twitter.com/RepLloydDoggett/statuses/925700693519986688,NancyPelosi,Twitter Web Client,"RT @RepLloydDoggett No matter when released, the fact remains the GOP tax scam will take from working families to give the 1% a tax break. #NotOnePenny",2017-11-01T13:00:37Z,15764644
925709125526401024,https://www.twitter.com/SenateCommerce/statuses/925709125526401024,SenateCommerce,Twitter for iPhone,TODAY AT 10:00AM: @SenateCommerce to hold a hearing to consider 4 presidential nominations http://bit.ly/2hvmusv,2017-11-01T13:00:29Z,386092483
925709111639052293,https://www.twitter.com/RepLloydDoggett/statuses/925700693519986688,BettyMcCollum04,Twitter for iPhone,"RT @RepLloydDoggett No matter when released, the fact remains the GOP tax scam will take from working families to give the 1% a tax break. #NotOnePenny",2017-11-01T13:00:25Z,516880804
925709019255332871,https://www.twitter.com/RepMcEachin/statuses/925709019255332871,RepMcEachin,TweetDeck,"Come to my Veterans' Resource Fair on Friday, November 17th from 3:00 p.m. to 7:00 p.m. at the  @ReynoldsCollege Downtown Campus. http://pbs.twimg.com/media/DNfiJhIWkAAV5rE.png",2017-11-01T13:00:03Z,816181091673448448
925709009289695233,https://www.twitter.com/RepDwightEvans/statuses/925709009289695233,RepDwightEvans,TweetDeck,Open Enrollment for the Affordable Care Act begins TODAY--RT so Americans nationwide can #GetCovered!,2017-11-01T13:00:01Z,90639372
925708924946468864,https://www.twitter.com/RepLloydDoggett/statuses/925700693519986688,repmarkpocan,Twitter for iPhone,"RT @RepLloydDoggett No matter when released, the fact remains the GOP tax scam will take from working families to give the 1% a tax break. #NotOnePenny",2017-11-01T12:59:41Z,1206227149
925708912233467907,https://www.twitter.com/RepMarciaFudge/statuses/925708912233467907,RepMarciaFudge,Google,"It's time to Get Covered, Ohio!: http://youtu.be/YtgkYBMtqyU?a via @YouTube",2017-11-01T12:59:38Z,153486399
925708814070009856,https://www.twitter.com/RepFredUpton/statuses/925708814070009856,RepFredUpton,Twitter for iPhone,Michigan is a true leader in defense industry innovation #MichiganDefense #ArsenalofInnovation http://pbs.twimg.com/media/DNjHQV9WkAAl-Hz.jpg,2017-11-01T12:59:14Z,124224165
925708747388981248,https://www.twitter.com/Jim_Jordan/statuses/925708747388981248,Jim_Jordan,TweetDeck,"#exim bank is scandal-plagued institution, needs reform. Scott Garrett is wise choice 2 lead. Glad Senate starts confirmation process 2day.",2017-11-01T12:58:58Z,18166778
925708688798765057,https://www.twitter.com/RepWesterman/statuses/925708688798765057,RepWesterman,Twitter Web Client,It is the final day! Submit your app to the @CongressionalAC by 12 p.m. Eastern today! http://pbs.twimg.com/media/DNjHCuVW4AAMVWr.png,2017-11-01T12:58:44Z,2852998461
925708670800990208,https://www.twitter.com/FoxNews/statuses/925693607998345216,HouseHomeland,Twitter Web Client,"RT @FoxNews .@RepMcCaul on the lottery system: ""I've always been against it because it's a random system to bring people into the United States."" http://pbs.twimg.com/ext_tw_video_thumb/925693548707528704/pu/img/VnfRotfa30mv8_Ep.jpg https://video.twimg.com/ext_tw_video/925693548707528704/pu/vid/640x360/cpnmT0qZZ0MS1xT3.mp4",2017-11-01T12:58:40Z,239964567
925708586440970241,https://www.twitter.com/RepLloydDoggett/statuses/925700693519986688,RepAnthonyBrown,TweetDeck,"RT @RepLloydDoggett No matter when released, the fact remains the GOP tax scam will take from working families to give the 1% a tax break. #NotOnePenny",2017-11-01T12:58:20Z,823552974253342721
925708423978737666,https://www.twitter.com/RepLloydDoggett/statuses/925700693519986688,NydiaVelazquez,Twitter Web Client,"RT @RepLloydDoggett No matter when released, the fact remains the GOP tax scam will take from working families to give the 1% a tax break. #NotOnePenny",2017-11-01T12:57:41Z,164369297
925708365023645696,https://www.twitter.com/RepFredUpton/statuses/925708365023645696,RepFredUpton,Twitter for iPhone,Thrilled to be speaking today at the Michigan Defense Center breakfast #ArensalofInnovation #MichiganDefense http://pbs.twimg.com/media/DNjG2RmW4AAxy6M.jpg,2017-11-01T12:57:27Z,124224165
925708203324829696,https://www.twitter.com/SenMarkey/statuses/925497685284675585,RepRichardNeal,Twitter Web Client,"RT @SenMarkey Safety upgrades at #Longmeadow, MA railroad crossing get support from me, @SenWarren, &amp; @RepRichardNeal. http://s.masslive.com/Q0OvKlY",2017-11-01T12:56:49Z,442824717
925708191911915520,https://www.twitter.com/RepLloydDoggett/statuses/925700693519986688,RepBarragan,Twitter for iPhone,"RT @RepLloydDoggett No matter when released, the fact remains the GOP tax scam will take from working families to give the 1% a tax break. #NotOnePenny",2017-11-01T12:56:46Z,816833925456789505
925708115852611585,https://www.twitter.com/RepLloydDoggett/statuses/925700693519986688,RepJuanVargas,Twitter Web Client,"RT @RepLloydDoggett No matter when released, the fact remains the GOP tax scam will take from working families to give the 1% a tax break. #NotOnePenny",2017-11-01T12:56:28Z,1260172386
925707762696376320,https://www.twitter.com/RepLloydDoggett/statuses/925700693519986688,janschakowsky,Twitter Web Client,"RT @RepLloydDoggett No matter when released, the fact remains the GOP tax scam will take from working families to give the 1% a tax break. #NotOnePenny",2017-11-01T12:55:04Z,24195214
925707709395226624,https://www.twitter.com/TeamCavuto/statuses/925150338318942208,reppittenger,Twitter Web Client,RT @TeamCavuto .@reppittenger on @FoxBusiness : it would be prudent to phase in corporate tax cuts http://pbs.twimg.com/media/DNaIrirW4AIa83n.jpg https://video.twimg.com/amplify_video/925076905707147264/pl/ozy20st-pism5iKy.m3u8,2017-11-01T12:54:51Z,950328072
925707617560875014,https://www.twitter.com/RepLloydDoggett/statuses/925700693519986688,RepLoisFrankel,Twitter Web Client,"RT @RepLloydDoggett No matter when released, the fact remains the GOP tax scam will take from working families to give the 1% a tax break. #NotOnePenny",2017-11-01T12:54:29Z,1077121945
925707493916934145,https://www.twitter.com/LindseyGrahamSC/statuses/925707493916934145,LindseyGrahamSC,TweetDeck,Now speaking with Fox News about why NYC terror suspect should be held as enemy combatant under the Law of War.,2017-11-01T12:54:00Z,432895323
925707488292417538,https://www.twitter.com/RepArrington/statuses/925707488292417538,RepArrington,Twitter Web Client,.@RepHensarling has been a strong conservative &amp; a principled leader for the great state of Texas &amp; our country. Grateful for his service.,2017-11-01T12:53:58Z,816284664658874368
925707217692692480,https://www.twitter.com/RepDonBeyer/statuses/924351941152526337,RepDonBeyer,Twitter for iPhone,"RT @RepDonBeyer A very useful resource: Open Enrollment 101 – Getting Covered for 2018.

Thank you, @EmmaGoodacre &amp; @ARLnowDOTcom!
https://www.arlnow.com/2017/10/19/progressive-voice-open-enrollment-101-getting-covered-for-2018/",2017-11-01T12:52:54Z,2962868158
